重复序号,截距,孕周一次项,孕周二次项,妇间BMI效应,个体内BMI效应,年龄效应,生产次数效应,曲线最低点孕周
1,-2.868306020957191,0.05060422845717151,0.00495551428416592,-0.038849264688417845,-0.0006163920044779925,-0.01619258304649578,0.2053717110701625,12.894149672934613
2,-2.8953571118772397,0.0463254223944353,0.00528110619841105,-0.045799418704440806,-0.023753985408011494,-0.026404680370458535,0.2403165814827586,13.614041769471193
3,-2.9220278948911105,0.03831465973751093,0.005630271670397448,-0.029793165781742858,-0.01280576582523382,-0.014845872884963649,0.19032782635924797,14.597441297641126
4,-2.9466861623103617,0.04733917120929682,0.004111850252728291,-0.014664336464516377,0.0036487028799253728,-0.029960208590703134,0.28425970256699223,12.243568187109151
5,-2.952083518459986,0.04447062210056034,0.004863894184035673,-0.03329203760449569,-0.02275464314588574,-0.03316580245241096,0.2965228848235991,13.428496137259492
6,-2.911830819680928,0.04522312685710317,0.003923756123110327,-0.02669996156636558,-0.04377941172580976,-0.008138253697136428,0.24063030684622128,12.23726584448689
7,-2.928782031699569,0.04925205751722165,0.005502345318580712,-0.029742574949084038,-0.007066588829027954,-0.030796812999728397,0.20858555516188168,13.52444869727607
8,-2.9048358161735117,0.03962547898317845,0.004631753597067793,-0.03849741832027985,0.029903054189535008,-0.026203999623612487,0.19091752701921824,13.72241072924691
9,-2.8496466189118266,0.05384295383616905,0.004711629477914924,-0.04423558261300648,-0.023877999443085822,-0.009639391537544065,0.15466114450469978,12.286164257126963
10,-2.881138895546604,0.04920154088871532,0.004784482507650879,-0.032564420049354274,-0.010922702895619639,-0.013928515234757443,0.2104735878884613,12.858217078854715
11,-2.8424766666597723,0.062456374165159145,0.005060171806169027,-0.027553948554608767,-0.09268996181040286,-0.014490226092929522,0.12469885188788223,11.82863106653647
12,-2.8020601741912126,0.0550792227308276,0.0038569900031112454,-0.049137373532761396,-0.04338822419930704,-0.003433496677168312,0.166907718427405,10.859817800098279
13,-2.9379653999747193,0.03937865215489661,0.004461674591373157,-0.0333500061972779,-0.03980601266474969,-0.015028117558353564,0.18615670984138463,13.587009838073246
14,-2.932287633833508,0.04592940018035761,0.006028944116309235,-0.03635184360833023,-0.009775530885193656,-0.016015045750338103,0.1958702964670802,14.19092503643288
15,-2.8855206955707975,0.046402925329110355,0.005701910073273952,-0.032039098720962715,-0.006930112085340792,-0.022829620998565524,0.09325653025059187,13.930931500778083
